,label,tag,text,attrs,level,url,language
12,None,meta,NOT TEXT,"{'property': 'og:locale', 'content': 'en_US'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
13,None,meta,NOT TEXT,"{'property': 'og:type', 'content': 'article'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
14,None,meta,NOT TEXT,"{'property': 'og:title', 'content': 'FACT CHECK: Did Hillary Clinton Smash Her Phone with a Hammer?'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
15,None,meta,NOT TEXT,"{'property': 'og:description', 'content': 'According to FBI documents made public in 2016, one of Clinton\'s aides twice disposed of her old mobile devices by ""breaking them in half or destroying them with a hammer.""'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
16,None,meta,NOT TEXT,"{'property': 'og:url', 'content': 'https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
17,None,meta,NOT TEXT,"{'property': 'og:site_name', 'content': 'Snopes.com'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
18,None,meta,NOT TEXT,"{'property': 'article:publisher', 'content': 'https://www.facebook.com/snopes'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
19,None,meta,NOT TEXT,"{'property': 'article:tag', 'content': '2016 presidential election'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
20,None,meta,NOT TEXT,"{'property': 'article:tag', 'content': 'hillary clinton'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
21,None,meta,NOT TEXT,"{'property': 'fb:app_id', 'content': '1637816429839563'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
22,None,meta,NOT TEXT,"{'property': 'og:image', 'content': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
23,None,meta,NOT TEXT,"{'name': 'twitter:card', 'content': 'summary_large_image'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
24,None,meta,NOT TEXT,"{'name': 'twitter:description', 'content': 'According to FBI documents made public in 2016, one of Clinton\'s aides twice disposed of her old mobile devices by ""breaking them in half or destroying them with a hammer.""'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
25,None,meta,NOT TEXT,"{'name': 'twitter:title', 'content': 'FACT CHECK: Did Hillary Clinton Smash Her Phone with a Hammer?'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
26,None,meta,NOT TEXT,"{'name': 'twitter:site', 'content': '@snopes'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
27,None,meta,NOT TEXT,"{'name': 'twitter:image', 'content': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
28,None,meta,NOT TEXT,"{'name': 'twitter:creator', 'content': '@snopes'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
29,None,meta,NOT TEXT,"{'property': 'DC.date.issued', 'content': '2018-04-27T17:16:38-07:00'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
30,None,link,NOT TEXT,"{'rel': ['dns-prefetch'], 'href': '//www.snopes.com'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
31,None,link,NOT TEXT,"{'rel': ['dns-prefetch'], 'href': '//iframe.ly'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
32,None,link,NOT TEXT,"{'rel': ['dns-prefetch'], 'href': '//www.google.com'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
33,None,link,NOT TEXT,"{'rel': ['dns-prefetch'], 'href': '//content.jwplatform.com'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
34,None,link,NOT TEXT,"{'rel': ['alternate'], 'type': 'application/rss+xml', 'title': 'Snopes.com » Feed', 'href': 'https://www.snopes.com/feed/'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
35,None,link,NOT TEXT,"{'rel': ['stylesheet'], 'id': 'sage/css-css', 'href': 'https://www.snopes.com/content/themes/snopes/dist/styles/main-39b4926ba5.css', 'type': 'text/css', 'media': 'all'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
36,None,link,NOT TEXT,"{'rel': ['https://api.w.org/'], 'href': 'https://www.snopes.com/wp-json/'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
37,None,link,NOT TEXT,"{'rel': ['EditURI'], 'type': 'application/rsd+xml', 'title': 'RSD', 'href': 'https://www.snopes.com/xmlrpc.php?rsd'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
38,None,link,NOT TEXT,"{'rel': ['wlwmanifest'], 'type': 'application/wlwmanifest+xml', 'href': 'https://www.snopes.com/wp-includes/wlwmanifest.xml'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
39,None,link,NOT TEXT,"{'rel': ['shortlink'], 'href': 'https://www.snopes.com/?p=142961'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
40,None,link,NOT TEXT,"{'rel': ['alternate'], 'type': 'application/json+oembed', 'href': 'http://iframe.ly/api/oembed?origin=discovery&api_key=63223a46998ecbfe2d26ff&url=https%3A%2F%2Fwww.snopes.com%2Ffact-check%2Fhillary-clinton-smash-phone-hammer%2F&format=json'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
41,None,link,NOT TEXT,"{'rel': ['alternate'], 'type': 'text/xml+oembed', 'href': 'http://iframe.ly/api/oembed?origin=discovery&api_key=63223a46998ecbfe2d26ff&url=https%3A%2F%2Fwww.snopes.com%2Ffact-check%2Fhillary-clinton-smash-phone-hammer%2F&format=xml'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
42,None,link,NOT TEXT,"{'rel': ['icon'], 'href': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/06/16-SNO-001_Twitter_Profile_400x400_C.jpg?fit=32,32', 'sizes': '32x32'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
43,None,link,NOT TEXT,"{'rel': ['icon'], 'href': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/06/16-SNO-001_Twitter_Profile_400x400_C.jpg?fit=192,192', 'sizes': '192x192'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
44,None,link,NOT TEXT,"{'rel': ['apple-touch-icon-precomposed'], 'href': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/06/16-SNO-001_Twitter_Profile_400x400_C.jpg?fit=180,180'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
45,None,meta,NOT TEXT,"{'name': 'msapplication-TileImage', 'content': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/06/16-SNO-001_Twitter_Profile_400x400_C.jpg?fit=270,270'}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
46,None,style,NOT TEXT,{},3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
47,None,base,NOT TEXT,{'href': 'https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/'},3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
48,None,body,NOT TEXT,"{'class': ['fact_check-template-default', 'single', 'single-fact_check', 'postid-142961', 'hillary-clinton-smash-phone-hammer', 'sidebar-primary']}",2,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
49,None,noscript,NOT TEXT,{},3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
50,None,iframe,NOT TEXT,"{'src': 'https://www.googletagmanager.com/ns.html?id=GTM-PDFK2Z7', 'height': '0', 'width': '0', 'style': 'display:none;visibility:hidden'}",4,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
51,None,div,NOT TEXT,{'id': 'blackout'},3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
52,None,div,NOT TEXT,"{'class': ['snopes-partner-unit', 'partner-unit-head-top', 'adtester-container-643', 'active']}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
53,None,div,NOT TEXT,"{'class': ['snopes-partner-media', 'ezpt_top_of_page']}",4,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
54,None,span,NOT TEXT,{'id': 'ezoic-pub-ad-placeholder-643'},5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
55,None,header,NOT TEXT,"{'id': 'header-main', 'class': ['header-main']}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
56,None,div,NOT TEXT,{'class': ['header-main-wrapper']},4,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
57,None,div,NOT TEXT,"{'id': 'header-btm', 'class': ['header-btm']}",5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
58,None,div,NOT TEXT,{'class': ['header-btm-left']},6,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
59,None,a,,"{'href': 'https://www.snopes.com/contact', 'class': ['header-left-btn']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
60,None,i,,"{'class': ['fa', 'fa-envelope-o']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
61,None,a,,"{'class': ['brand'], 'href': 'https://www.snopes.com/'}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
62,None,img,NOT TEXT,"{'src': 'https://www.snopes.com/content/themes/snopes/dist/images/logo-main-s.png', 'width': '25', 'class': ['logo-s']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
63,None,img,NOT TEXT,"{'src': 'https://www.snopes.com/content/themes/snopes/dist/images/logo-main-header.png', 'width': '112', 'class': ['logo-full']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
64,None,div,NOT TEXT,{'class': ['search']},7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
65,None,form,NOT TEXT,"{'action': '/', 'id': 'body-search', 'class': ['searchField', 'default-search', 'page-search']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
66,None,div,NOT TEXT,{'class': ['material-input']},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
67,None,div,NOT TEXT,{'class': ['material-input-wrapper']},10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
68,None,input,NOT TEXT,"{'placeholder': 'Search Keywords or URLs', 'type': 'text', 'name': 's', 'id': 'header-search', 'value': ''}",11,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
69,None,button,NOT TEXT,"{'type': 'submit', 'class': ['submit']}",9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
70,None,i,,"{'class': ['fa', 'fa-search']}",10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
71,None,a,,"{'href': '#', 'class': ['mobile-search-close'], 'style': 'display: none'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
72,None,i,,"{'class': ['fa', 'fa-close']}",9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
73,None,nav,NOT TEXT,{'class': ['header-btm-right']},6,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
74,None,ul,NOT TEXT,{'class': ['utility-nav']},7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
75,None,li,Contact Us,{},8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
76,None,a,Contact Us,{'href': 'https://www.snopes.com/contact'},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
77,None,li,Support Us,{},8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
78,None,a,Support Us,{'href': 'https://www.snopes.com/how-to-support-snopes'},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
79,None,ul,NOT TEXT,{'class': ['mobile-utility-nav']},7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
80,None,li,,{'class': ['mobile-search']},8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
81,None,a,,"{'href': '#search', 'class': ['search-toggle', 'nohash']}",9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
82,None,i,,"{'class': ['fa', 'fa-search']}",10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
83,None,div,NOT TEXT,{'class': ['dropdown']},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
84,None,form,NOT TEXT,"{'action': '/', 'id': 'body-search', 'class': ['main-search', 'homePage-search', 'searchField', 'default-search', 'default-search-lg', 'page-search']}",10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
85,None,div,NOT TEXT,{'class': ['form-group']},11,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
86,None,div,NOT TEXT,{'class': ['error-container']},12,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
87,None,input,NOT TEXT,"{'type': 'text', 'name': 's', 'placeholder': 'Search Keywords or URLs', 'class': ['form-control'], 'value': ''}",12,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
88,None,button,NOT TEXT,"{'type': 'submit', 'class': ['form-search-button']}",12,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
89,None,i,,"{'class': ['fa', 'fa-search']}",13,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
90,None,a,,"{'href': '#search', 'class': ['mobile-search-toggle-button', 'nohash']}",10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
91,None,i,,"{'class': ['fa', 'fa-close']}",11,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
92,None,nav,NOT TEXT,{'id': 'main-nav'},4,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
93,None,div,NOT TEXT,{'class': ['menu-primary-navigation-container']},5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
94,None,ul,NOT TEXT,"{'id': 'menu-primary-navigation', 'class': ['nav-primary', 'nav', 'evt-track-links', 'evt-type-menu_main']}",6,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
95,None,li,What’s New,"{'id': 'menu-item-76788', 'class': ['navbtn-whatsnew', 'menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'menu-item-76788']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
96,None,a,What’s New,"{'href': 'https://www.snopes.com/whats-new/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
97,None,li,Hot 50,"{'id': 'menu-item-76789', 'class': ['navbtn-hot50', 'menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'menu-item-76789']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
98,None,a,Hot 50,"{'href': 'https://www.snopes.com/50-hottest-urban-legends/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
99,None,li,Fact Check,"{'id': 'menu-item-129860', 'class': ['navbtn-factcheck', 'menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-129860']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
100,None,a,Fact Check,"{'href': 'https://www.snopes.com/fact-check/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
101,None,li,News,"{'id': 'menu-item-129861', 'class': ['navbtn-news', 'menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-129861']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
102,None,a,News,"{'href': 'https://www.snopes.com/news/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
103,None,li,Video,"{'id': 'menu-item-129862', 'class': ['navbtn-video', 'menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-129862']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
104,None,a,Video,"{'href': 'https://www.snopes.com/video/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
105,None,li,Archive,"{'id': 'menu-item-76793', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-76793']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
106,None,a,Archive,"{'href': 'https://www.snopes.com/archive/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
107,None,li,Support Us,"{'id': 'menu-item-138068', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'menu-item-138068']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
108,None,a,Support Us,"{'href': 'https://www.snopes.com/how-to-support-snopes/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
109,None,li,About Us,"{'id': 'menu-item-86304', 'class': ['navbtn-glossary', 'menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'menu-item-86304']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
110,None,a,About Us,"{'href': 'https://www.snopes.com/about-snopes/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
111,None,li,Random,"{'id': 'menu-item-76804', 'class': ['navbtn-random', 'evt-type-random', 'menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'menu-item-76804']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
112,None,a,Random,"{'href': 'https://www.snopes.com/random/', 'itemprop': 'url'}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
113,None,div,NOT TEXT,"{'class': ['snopes-partner-unit', 'partner-unit-header', 'adtester-container-101', 'adtester-container-113', 'active']}",3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
114,None,div,NOT TEXT,"{'class': ['snopes-partner-media', 'ezpt_top_of_page']}",4,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
115,None,span,NOT TEXT,{'id': 'ezoic-pub-ad-placeholder-101'},5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
116,None,span,NOT TEXT,"{'style': 'display:inline-block;float:none;margin-bottom:0px !important;margin-left:0px !important;margin-right:0px !important;margin-top:2px !important;min-height:90px;min-width:728px;', 'class': ['ezoic-ad', 'top_of_page-1000009', 'adtester-container', 'adtester-container-101'], 'data-ez-name': 'snopes_com-top_of_page-1000009'}",5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
117,None,span,NOT TEXT,"{'id': 'div-gpt-ad-snopes_com-top_of_page-1000009-0', 'ezaw': '728', 'ezah': '90', 'style': 'position:relative;z-index:0;display:inline-block;', 'class': ['ezoic-ad']}",6,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
118,None,span,NOT TEXT,{'id': 'ezoic-pub-ad-placeholder-113'},5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
119,None,main,NOT TEXT,{'class': ['main']},3,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
120,None,section,NOT TEXT,"{'class': ['main-content-area', 'has-sidebar']}",4,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
121,None,div,NOT TEXT,"{'class': ['main-content-wrapper', 'clearfix']}",5,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
122,None,span,NOT TEXT,"{'id': 'ezoic-pub-ad-placeholder-617', 'class': ['ezoic-adpicker-ad']}",6,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
123,None,div,NOT TEXT,"{'data-io-article-url': 'https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/', 'class': ['body-content']}",6,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
124,None,div,NOT TEXT,"{'class': ['snopes-partner-unit', 'partner-unit-post-top', 'adtester-container-642', 'active']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
125,None,div,NOT TEXT,"{'class': ['snopes-partner-media', 'ezpt_top_of_page']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
126,None,span,NOT TEXT,{'id': 'ezoic-pub-ad-placeholder-642'},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
127,None,div,NOT TEXT,{'class': ['breadcrumb-nav']},7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
128,None,i,,"{'class': ['fa', 'fa-archive']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
129,None,ul,NOT TEXT,{},8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
130,None,li,Fact Check,{},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
131,None,a,Fact Check,{'href': 'https://www.snopes.com/fact-check/'},10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
132,None,li,Politics,{},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
133,None,a,Politics,{'href': 'https://www.snopes.com/fact-check/category/politics/'},10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
134,None,article,NOT TEXT,"{'class': ['post', 'post-142961', 'fact_check', 'type-fact_check', 'status-publish', 'has-post-thumbnail', 'hentry', 'tag-2016-presidential-election', 'tag-hillary-clinton', 'fact_check_category-politicians', 'fact_check_category-politics', 'fact_check_rating-mixture']}",7,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
135,None,header,NOT TEXT,{},8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
136,Title,h1,Did Hillary Clinton Smash Her Phone with a Hammer?,{'class': ['article-title']},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
137,Body,h2,"According to FBI documents made public in 2016, one of Clinton's aides twice disposed of her old mobile devices by ""breaking them in half or destroying them with a hammer.""",{'class': ['article-description']},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
138,None,div,NOT TEXT,{'class': ['article-image-wrapper']},8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
139,None,div,NOT TEXT,{'class': ['inner-wrapper']},9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
140,None,div,NOT TEXT,{'class': ['article-image-frame']},10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
141,None,img,NOT TEXT,"{'src': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg?resize=865,452', 'alt': 'JStone / Shutterstock.com', 'class': ['main-image', 'skip-lazy-load'], 'data-srcset': 'https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg?resize=375%2C211 375w, https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg?resize=542%2C305 542w, https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg?resize=733%2C412 733w, https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg?resize=865%2C452 865w'}",11,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
142,None,div,NOT TEXT,"{'class': ['article-image-blurred', 'img-url-redirect'], 'style': 'background-image: url(https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/hillary_clinton_feature.jpg?resize=865,452)'}",11,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
143,None,div,NOT TEXT,"{'class': ['share-controls', 'share-controls-featured']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
144,None,a,,"{'class': ['sumome-share-custom-featured'], 'data-sumome-share-id': '32fc3169-4ca5-41e3-ae99-4c59f315d9b9', 'style': ''}",9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
145,None,div,NOT TEXT,"{'class': ['snopes-partner-unit', 'partner-unit-article-feature', 'adtester-container-102', 'adtester-container-111', 'active']}",8,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
146,None,div,NOT TEXT,"{'class': ['snopes-partner-media', 'ezpt_under_page_title']}",9,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
147,None,span,NOT TEXT,{'id': 'ezoic-pub-ad-placeholder-102'},10,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/,english
